nama_penulis,rating,teks_ulasan,waktu,likes,case_holding_sentimen,sentimen,ulasan_bersih
Dev,5.0,"Masnya ramah banget. Pelayanannya oke, sangat rekomen buat yang nyari laptop 2nd tapi kualitas mantap",3 years ago,0,Netral,Positif,mas ramah banget layan oke rekomen nyari laptop nd kualitas mantap
Mustika Bambang,5.0,Pelayanannya ramah dan cepat. Daftar unit dan harga juga tertera. Spesifikasi laptop perunit dijelaskan dengan baik. Mantap👍,2 years ago,0,Netral,Positif,layan ramah cepat daftar unit harga tera spesifikasi laptop unit mantap
Fajar Kurosaki,5.0,"Sya beli laptopnya disini,, tempatnya nyaman, dan juga penjual nya ramah mntpp sukses selalu",a year ago,0,Netral,Positif,sya beli laptop tempat nyaman jual nya ramah mntpp sukses
fauziah dwr,5.0,tempat jual laptop recomend bintang 5 terpercaya penjualnya ramah tempatnya enak juga dipusat kota jogja,a year ago,0,Netral,Positif,jual laptop recomend bintang percaya jual ramah tempat enak pusat kota jogja
Adelbertus Abdiel,5.0,"Tempat jual beli laptop second berkualitas dan bergaransi, ownernya ramah selalu menawarkan yang terbaik, unit laptopnya juga masih bagus dalam kondisi terbaik, pokoknya ga nyesel beli laptop second berkualitas di sini..",4 years ago,0,Netral,Positif,jual beli laptop second kualitas garansi ownernya ramah tawar baik unit laptop bagus kondisi baik pokok ga nyesel beli laptop second kualitas
Agus purwanto Mbah kaum,5.0,"Terimakasih Hero Komputer, barang bagus mulus 99% seperti baru. Memuaskan dan rekomended bagi yang mencari laptop low end dan high ada disini",3 years ago,0,Netral,Positif,terimakasih hero komputer barang bagus mulus muas rekomended cari laptop low end high
Sayid Muhammad Iqbal,5.0,"Bukan mainnnn, pasnyampe mas yg jual ramah dan melayani saya dengan sabar padahal saya yg notabene orangnya banyak tanya wkwkwkwk mantul, makasi maszehhhh",3 years ago,0,Netral,Positif,mainnnn pasnyampe mas yg jual ramah layan sabar yg notabene orang wkwkwkwk mantul makas maszehhhh
Muhammad hisyam,5.0,"Pengalaman membeli yang sangat menyenangkan, fast respon, kompeten, dan lengkap",a year ago,0,Positif,Positif,alam beli senang fast respon kompeten lengkap
wais alqurni,5.0,"Toko laptop termurah di jogja, penjual ramah, fast respon",3 years ago,0,Positif,Positif,toko laptop murah jogja jual ramah fast respon
sirgobanggasir alfan,5.0,"Barangnya di jamin sudah di cek secara profesional, jd tenang kalau beli disini tidak perlu khawatir zonk....mantap jiwa.",3 years ago,0,Netral,Positif,barang jamin cek profesional jd tenang beli khawatir zonkmantap jiwa
M.Rezky Syahputra,5.0,"Mantap, kualitas bagus dan pelayanan ramah 👍",8 months ago,0,Netral,Positif,mantap kualitas bagus layan ramah
Tohruu,5.0,Salah satu tempat laptop second kondisi sperti baru harga miring pelayanan ramah ya disini...dijamin tdk mengecewakan,3 years ago,0,Netral,Positif,salah laptop second kondisi sperti harga miring layan ramah ya disinidijamin tdk kecewa
Wirasta C. Pambudi,5.0,Garansii terjamin.. oke banget barangnyaa,3 years ago,0,Netral,Positif,garansi jamin oke banget barangnyaa
Dear Maharani,5.0,"Mas nya informatif  saat nanya2 barang,barang2nya jg bagus semua,masih garansi resmi,puas belanja disini,makasih hero computer",2 years ago,0,Netral,Positif,mas nya informatif nanya barangbarangnya jg bagus semuamasih garansi resmipuas belanja disinimakasih hero computer
Abul Basyari,5.0,pelayanan bagus dan harga bisa dinego,2 years ago,0,Netral,Positif,layan bagus harga dinego
Ancilla Lukma,5.0,Pelayanan baik gercep ada garansi 2 minggu,8 months ago,0,Netral,Positif,layan gercep garansi minggu
Dendi Alsepta,5.0,"Pelayanan nya memuaskan,semua tipe laptop sesuai budget ada dan berkualitas🤩🤩",2 years ago,0,Netral,Positif,layan nya memuaskansemua tipe laptop sesuai budget kualitas
Nuriati Agustina,5.0,pelayanan memuasakan,2 months ago,0,Netral,Positif,layan puasa
euniketita luxi,5.0,"Nyaman, bersih",3 months ago,0,Netral,Positif,nyaman bersih
Aulia Keysha,5.0,"pelayanannya ramah bangetttttttt, barangnya jg oke okee bisa dipercaya",2 years ago,0,Netral,Positif,layan ramah bangetttttttt barang jg oke okee percaya
Wow siRudi,5.0,Menyediakan laptop bekas tapi berkualitas. Mantul hero computer,8 months ago,0,Netral,Positif,sedia laptop bekas kualitas mantul hero computer
Wahyu Firlita,5.0,"sangat memuaskan dan pelayanannya sangat baik, unitnya bagus dan sesuai. Semoga awet Aamin👍🙏",3 years ago,0,Netral,Positif,muas layan unit bagus sesuai moga awet aamin
authon robith,5.0,"tempat laptop second kualitas sangat apik.
Yang jual ramah, bebas tanya-tanya banyak soal laptop, bisa booking dulu, rekomen bnget buat yg cari laptop second",2 years ago,0,Netral,Positif,laptop second kualitas apik jual ramah bebas tanyatanya laptop booking rekomen bnget yg cari laptop second
Anugrah Aura Ramadhani,5.0,"laptop masih baru dan bergaransii, harganyaa jangan ditanya sangat terjangkau, pelayanan ramah",a year ago,0,Netral,Positif,laptop garansi harganyaa jangkau layan ramah
Rizqi Agung Wicaksono,5.0,"Toko adem, ada kucingnya, harga masuk akal, yang punya ramah, no tipu-tipu tanpa fafifuu sesetbebet rampung sip! Maturnuwun ~",3 years ago,0,Netral,Positif,toko adem kucing harga masuk akal ramah no tiputipu fafifuu sesetbebet rampung sip maturnuwun
Reynaldo Egitya Pradana,5.0,"Pelayanan mantab, unit masih bagus semua, rekomen buat cari laptop",a year ago,0,Netral,Positif,layan mantab unit bagus rekomen cari laptop
M.Aldi fathurroji,5.0,"Pelayanan sangat baik
Pelayanan sangat sabar
Lengkap dan profesionaal mantap",9 months ago,0,Netral,Positif,layan layan sabar lengkap profesionaal mantap
Hooked Indonesia,5.0,"pelayanan nya ramah, variasi laptopnya banyak pilihan, barangnya mulus, mantap, toko laptop rekomended!",2 years ago,0,Netral,Positif,layan nya ramah variasi laptop pilih barang mulus mantap toko laptop rekomended
Assyifa Damara,5.0,"Tempatnya bersih, pelayanannya ramah dan juga kalo dichat fastrespon 🙌🏻🙌🏻",a year ago,0,Netral,Positif,tempat bersih layan ramah kalo dichat fastrespon
suid3,5.0,Tempat recommended beli laptop,3 months ago,0,Netral,Positif,recommended beli laptop
Jehan Pahlevi,5.0,"Salah satu tempat buat cari laptop second, tapi dengan kualitas yang ga kalah sama laptop baru. Respon cepet, barang kualitas terjamin👍",2 years ago,0,Netral,Positif,salah cari laptop second kualitas ga kalah laptop respon cepet barang kualitas jamin
Chandra Kurniawan,5.0,barangnya ok,5 months ago,0,Positif,Positif,barang ok
x1.m1rul,5.0,"Barang berkualitas, tempat bagus dan bersih",3 years ago,0,Netral,Positif,barang kualitas bagus bersih
ahmad hilal,5.0,Toko komputer di jogja yang sangat direcomendasikan buat kalian kalian yang cari laptop 2nd tapi kualitas dan kondisi masih sipp bangett dengan harga bersahabat,2 years ago,0,Netral,Positif,toko komputer jogja direcomendasikan cari laptop nd kualitas kondisi sipp bangett harga sahabat
clarisya,5.0,pelayanan nya oke banget,6 months ago,0,Netral,Positif,layan nya oke banget
Andwi Apriyogi,5.0,Laptopnya  bagus2,8 months ago,0,Netral,Positif,laptop bagus
faiq assidqie,5.0,"Mantaap, penjelesan mengenai barang detail dan bagus, pelayanan mantaplah pokoknya",2 years ago,0,Netral,Positif,mantaap penjelesan barang detail bagus layan mantap pokok
Yohanes Edi Pramono,5.0,"Mantap,saya beli kualitas tidak diragukan ,langsung bisa digunakan",a year ago,0,Netral,Positif,mantapsaya beli kualitas ragu langsung
Muhammad Ibnu Majah,5.0,Mantap. Banyak pilihan,a month ago,0,Netral,Positif,mantap pilih
wahyu dyan,5.0,"Pelayanan ramah, banyak barang keren, harga sangat terjangkau",a year ago,0,Netral,Positif,layan ramah barang keren harga jangkau
Septia Wulan,5.0,"Toko terpercaya barangnya masih bagus dan mulus dikasih bonusnya juga, kakaknya juga ramah dan fast respon.",4 years ago,0,Positif,Positif,toko percaya barang bagus mulus kasih bonus kakak ramah fast respon
Ganang Wahyu Kurniawan,5.0,"Cuma disini jual laptop murah kualitas mewaaaah pelayanan ramah.!!🥰🥰
Rekomended banget.",2 years ago,0,Netral,Positif,jual laptop murah kualitas mewaaaah layan ramah rekomended banget
Ayyub Albarra,5.0,"Pelayanan dari mas masnya ramah, dan dapat barang bagus dengan harga murah",a year ago,0,Netral,Positif,layan mas mas ramah barang bagus harga murah
JiroNov ID,5.0,Bisa jual laptop,4 months ago,0,Netral,Positif,jual laptop
Natasia Anggi,5.0,"Pelayanan raman, komunikatif dan bertanggungjawab. Semoga awet unitnya amin",2 years ago,0,Netral,Positif,layan ram komunikatif bertanggungjawab moga awet unit amin
Iwan shohib el hasan,5.0,Mantraapp....,6 months ago,0,Netral,Positif,mantraapp
RANESTI DAMARSURI,5.0,"Laptop sec disini murce, pelayanan juga okee dan sabar bgt, bisa cek and recek dluu.
Beli laptop disini ajaaa",a year ago,0,Netral,Positif,laptop sec murce layan okee sabar bgt cek and recek dluu beli laptop ajaaa
Aezera Veyakovich,5.0,Tempat ini saya sangat rekomendasikan untuk beli laptop 🗣️🗣️🗣️🔥🔥🔥💯💯💯💯,9 months ago,0,Netral,Positif,rekomendasi beli laptop
Muhammad Fahri fathi farhat,5.0,Sudah 2 tahun membeli laptop di sini dan masih gacorr gaada minus. Rekomended,a year ago,0,Netral,Positif,beli laptop gacorr gaada minus rekomended
Abdullah Syaeron.g,5.0,"mantap cuy, laptop bekas keluaran terbaru tapi harga murmer, penjual ramah jga",2 years ago,0,Netral,Positif,mantap cuy laptop bekas keluar baru harga murmer jual ramah jga
FENY RESTYANITA PRATIWI,5.0,Recommended nih gaisss! Boleh dikepoin buat yg lg butuh laptop second tp rasa baru.,2 years ago,0,Netral,Positif,recommended nih gaisss poin yg lg butuh laptop second tp
Rizky Hardianto,5.0,Pelayanan baik dan cekatan,5 months ago,0,Netral,Positif,layan cekat
Rijal Putranto,5.0,"Jos gandos... recomended seller... be smart buyer, jangan nyusahin seller wkwk... syarat pembeli barang 2nd ya memang harus teliti....",3 years ago,0,Positif,Positif,jos gandos recomended seller be smart buyer nyusahin seller wkwk syarat beli barang nd ya teliti
Ahmad Abdullah,5.0,"penjual ramah, barang-barang generasi baru jadi gk ragu buat pilih laptopnya",a year ago,0,Netral,Positif,jual ramah barangbarang generasi gk ragu pilih laptop
Savira Cahyani,5.0,"Pelayanan ramah, harga pas,unit jg oke",a year ago,0,Netral,Positif,layan ramah harga pasunit jg oke
Davin Alhafidz,5.0,"Recommended untuk membeli laptop di jogja, terimakasih",6 months ago,0,Netral,Positif,recommended beli laptop jogja terimakasih
Tegar Pribadi Mandiri,5.0,"Pelayanan terbaik laptop dan kelengkapan aman, dijamin amanah dan terpercaya",a year ago,0,Netral,Positif,layan baik laptop lengkap aman jamin amanah percaya
Muhammad Rofiki,5.0,tempat jual beli laptop second ter-recomended di jogja nih:),11 months ago,0,Positif,Positif,jual beli laptop second terrecomended jogja nih
Novri Yohannes Harianja,5.0,"Tempatnya bagus, banyak pilihan laptop, nyaman dan penjualnya ramah, makasih Hero Computer 👍🏻",2 years ago,0,Netral,Positif,tempat bagus pilih laptop nyaman jual ramah makasih hero computer
Kicimpring Goreng,5.0,"Pelayanan sangat baik, produk banyak dan berkualitas semua, dua jempoll",2 years ago,0,Netral,Positif,layan produk kualitas jempoll
Angga P,5.0,"Pelayanan baik, tempatnya nyaman, banyak pilihan laptop yang bagus",a year ago,0,Netral,Positif,layan tempat nyaman pilih laptop bagus
fathan yamieza,5.0,pelayanannya ramah dan laptopnya masih bagus,a year ago,0,Netral,Positif,layan ramah laptop bagus
Gigih Dwiwantoro,5.0,"Pelayanan ramah, cepat dan responsif dalam melayani kebutuhan customer",a year ago,0,Netral,Positif,layan ramah cepat responsif layan butuh customer
Antix Gergunung,5.0,conter laptop plg rekom sejogja..hrga pelajar...dijamin..murmer...yaa disinii gaes😍,a year ago,0,Netral,Positif,conter laptop plg rekom sejogjahrga pelajardijaminmurmeryaa sini gaes
Michi,5.0,"terbaik. pelayanan sangat sip, harga pas di kantong, laptop berkualitas.",3 years ago,0,Netral,Positif,baik layan sip harga pas kantong laptop kualitas
Muhammad Dzikri Qolbi,5.0,"Admin ramah, harga terjangkau, kualitas terbaik. 🤤🍦",a year ago,0,Netral,Positif,admin ramah harga jangkau kualitas baik
Alin Krisnawan,5.0,"Mantap, pelayanan bagus, unit istimewa, semoga tambah sukses🤲🏻",2 years ago,0,Netral,Positif,mantap layan bagus unit istimewa moga sukses
Friska Nur Aifa,5.0,"tempat nya nyaman, rapih, dan bersih, pelayanannya juga ramah",a year ago,0,Netral,Positif,nya nyaman rapih bersih layan ramah
Shovia Naufal Ardani,5.0,kakanya ramah banget n very helpful,10 months ago,0,Positif,Positif,kakanya ramah banget n very helpful
Nareswari Huwaida,5.0,pelayanannya ramah bgt masnya gacape ditanya hehehee ayo beli disini aja👍👍👍👍,a year ago,0,Netral,Positif,layan ramah bgt mas gacape hehehee ayo beli aja
MOHAMMAD SULTON,5.0,Penjual yang ramah,a year ago,0,Netral,Positif,jual ramah
Mahmud Aziz,5.0,"Tempat jual laptop yang berkualitas, pelayanan ramah, baik, pantau terus ignya.",2 years ago,0,Netral,Positif,jual laptop kualitas layan ramah pantau ignya
Ariyo Bimo,5.0,"pelayanan ramah, kualitas laptop bagus dan harga bisa di nego terjangkau untuk mahasiswa",2 years ago,0,Netral,Positif,layan ramah kualitas laptop bagus harga nego jangkau mahasiswa
guntur pamungkas,5.0,Alhamdulillah beli toko laptop di Hero Computer.. Pelayanan terbaik dan banyak bonusnya 👍👍,a year ago,0,Netral,Positif,alhamdulillah beli toko laptop hero computer layan baik bonus
galih priyambodo,5.0,"Stok banyak, kondisi bagus",6 months ago,0,Netral,Positif,stok kondisi bagus
sutrimo rezki oktaviawan,5.0,"pilihan lengkap, kualitas bagus",a year ago,0,Netral,Positif,pilih lengkap kualitas bagus
Sulistyo Abdurrohman,5.0,Alhamdulillah pelayanan baik... Dapat harga spesial spek dewa... Mantap,2 years ago,0,Netral,Positif,alhamdulillah layan harga spesial spek dewa mantap
sahilal wahayanan,5.0,Pelayanannya bagus,2 years ago,0,Netral,Positif,layan bagus
Tri Maryanti,5.0,"Pelayanannya memuaskan dan ramah, mantapp deh pokoknya 👍",a year ago,0,Netral,Positif,layan muas ramah mantapp deh pokok
Candra Satya,5.0,"pelayanan bagus, detail, memuaskan pokoknya recomended👍🏼",2 years ago,0,Netral,Positif,layan bagus detail muas pokok recomended
Syendi Prima Syahputra,5.0,"Recommend untuk yang mau beli laptop, kualitas barang/unit nya bagus dan juga untuk harga bersahabat 👍👍👍👍",2 years ago,0,Netral,Positif,recommend beli laptop kualitas barangunit nya bagus harga sahabat
luluk mufidaaa,5.0,beli laptop disini sangat recomended bgttttt mana bnyk bonus nya lagiii mantappp pokoknyaa🙌🏻🙌🏻🙌🏻,a year ago,0,Netral,Positif,beli laptop recomended bgttttt bnyk bonus nya lagiii mantappp pokoknyaa
Aliendina Jwalita,5.0,"Pelayanan ramah, dikasih saran untuk spec laptop yang dicari!",a year ago,0,Netral,Positif,layan ramah kasih saran spec laptop cari
Danan Samodra,5.0,"Pelayanan nyaman, terbuka sama keadaan barang yang dijual",a year ago,0,Netral,Positif,layan nyaman buka barang jual
muhammad rafi,5.0,Pelayanan bagus laptop like new👍🏻👍🏻,8 months ago,0,Netral,Positif,layan bagus laptop like new
beny ahmad,5.0,komplit .. dan murah,7 months ago,0,Netral,Positif,komplit murah
RADEN MOCHAMMAD FAZRI -,5.0,"Pelayanan mantap, laptop terjangkau, semoga berkah",a year ago,0,Netral,Positif,layan mantap laptop jangkau moga berkah
Danu Adi,5.0,Pelayanan sangat bagus,6 months ago,0,Netral,Positif,layan bagus
SAWALUL ANZAR,5.0,Pelayanan sangat ramah.... yang ingin cari leptop second di toko ini aja😁,3 years ago,0,Netral,Positif,layan ramah cari leptop second toko aja
Ucup Dharmawan,5.0,"laptop nya murah”, staff nya juga ramahhhh, banyak bonus nyaaaa, recomended sekaliii",a year ago,0,Netral,Positif,laptop nya murah staff nya ramahhhh bonus nyaaaa recomended sekaliii
Meghan Restu,5.0,"Pelayanan yang ramah, penjelasan yang detail... Mantap beli laptop second bergaransi disini!!!",3 years ago,0,Netral,Positif,layan ramah jelas detail mantap beli laptop second garansi
Yoaekim James,5.0,"Mantap amanah , terpercaya pokoknya !rekomended buat yang nyari laptop bekas tapi tetap berkualitas !!",4 years ago,0,Netral,Positif,mantap amanah percaya pokok rekomended nyari laptop bekas kualitas
Danang Agis,5.0,Pelayanan ramah dan sat set,6 months ago,0,Netral,Positif,layan ramah sat set
Hesty Wahyu Setyaningrum,5.0,"Tempatnya nyaman, pelayanannya juga ramah, dan tentunya laptopnya juga bagus-bagus. Recommended deh pokoknyaa",3 years ago,0,Netral,Positif,tempat nyaman layan ramah laptop bagusbagus recommended deh pokoknyaa
lia lestarini,5.0,"Tempat beli laptop second yang terpercaya, barang bagus dan ramah kantong",2 years ago,0,Netral,Positif,beli laptop second percaya barang bagus ramah kantong
Alif Nur Amien,5.0,"Pelayanan nyaman, barang oke👌
Sukses selalu Hero Computer Jogja",a year ago,0,Netral,Positif,layan nyaman barang oke sukses hero computer jogja
aisyah bayti,5.0,"Sangat recomended untuk cari laptop second, mantappp ❤",11 months ago,0,Netral,Positif,recomended cari laptop second mantappp
Ridho Agung Prasetyo,5.0,pelayanan mantab,a year ago,0,Netral,Positif,layan mantab
Afrizal Fathan R,5.0,"barangnya bagus dan mantap , pelayananya ramah harganya juga masuk banget",2 years ago,0,Netral,Positif,barang bagus mantap pelayananya ramah harga masuk banget
