nama_penulis,rating,teks_ulasan,waktu
wilbexer connor,4,"Managemen sdm nya cukup bagus, paham tentang good service, karyawan bersikap sopan dan ramah, mau menghentikan sementara kerjaan yg sedang dilakukan demi menunjukkan tempat produk yg ditanyakan oleh konsumen. Bahkan security dan tukang parkir juga sopan, jadi enak berbelanja di tempat ini karena tau cara menghargai orang lain. Hanya saja antrian sering panjang, harus segera disikapi dgn membuka semua line chashier jangan ada yang tutup saat sedang crowded. Salah satu tempat yg saya suka dari kota sleman-jogja.",6 tahun lalu
cipto busono,4,Tempat belanja bulanan,6 tahun lalu
Aris Purwanto,5,Murah dan lengkap,6 tahun lalu
Febtina Cahyaningrum,3,Meskipun harganya murah.. tapi lahan parkirnya terbatas untuk mobil..,6 tahun lalu
kaboel Doel,5,parkiran kurang luas,6 tahun lalu
Hajeng Intan,5,"Selain bahan pangan, di lantai 2 ada dompet2 cantik lhoo..",6 tahun lalu
Fajar Winarko,5,Komplit dan cukup murah.,6 tahun lalu
AryA NgawenRun,4,Tempat belanja alternatif jikalau mirota yang di kota sedang full,6 tahun lalu
Karya Jaya,5,Cukup bagus2  komplit dan murah,6 tahun lalu
Amalia Maharani,4,Cukup lengkap dengan ada beberapa brand cosmetic yg punya stand sendiri di sini,6 tahun lalu
Gabriella Sorongan,5,"lengkap, jauh lebih murah jika dibanding supermarket lain.",6 tahun lalu
Burhan Udin,5,Segala keperluan sehari hari lengkap disini,6 tahun lalu
Mardi Ono,5,Ckup lengkap...,6 tahun lalu
Difa Fatwa,4,Tempat belanja favorit dan banyak potongan harganya,Diedit 6 tahun lalu
Di balik Layar,4,Walaupun kurang lengkap dibanding cabang c. simanjuntak tapi sangat menolong untuk belanja bulan. Untuk masalah parkir jangan ditanya terutama kendaraan roda 4 susaaah,6 tahun lalu
Ox Fyo98,5,"Tempat nya luas, barang nya banyak harga murah",6 tahun lalu
Rajaf Rafohg,5,"Complete items, good price, good service",6 tahun lalu
Anggun Novtalia Berlian,5,"Belanja murah, namun kalau hari Jumat atau pas rame parkir terasa kurang luas hehe",6 tahun lalu
Awang 5,4,Deket rumah suka belanja hari jumat karena ada diskon. Antrinya agak panjang,6 tahun lalu
Aisya Nabilla,5,Komplit...supermarket murah,Diedit 6 tahun lalu
Hami Farchati,4,"Lantai 1 untuk kebutuhan pangan, elektronik dan perlengkapan-perlengkapan rumah tangga lainnya yang sangat lengkap. Lantai 2 untuk baju, fashion, alsesoris dan atk tapi belum selengkap seperti di cabang lain.

Di lantai 1, jika rajin mencari akan menemukan banyak promo untuk kebutuhan pangan yang sangat menarik.",6 tahun lalu
Prabowo Hs,4,Toko swalayan yg cukup lengkap utk kebutuhan sehari hari,6 tahun lalu
Novi Listanti,5,T4 belanja terdekat... Nyaman t4nya.. Sdh jd langganan di sini..,6 tahun lalu
Ferima Vianti,5,"Barang lengkap, harga bersahabat, banyak promo lagi",6 tahun lalu
Barbara Van Kooten,5,You can anything in here,6 tahun lalu
Ratna Widiyastuti,3,Tempat parkir mobil tidak memadahi..,6 tahun lalu
Nadya Triana rosanti,5,Nyaman dan murmer,6 tahun lalu
Rian Agustianto Che,5,Lebih lengang dibanding mirota2 lainnya,6 tahun lalu
Arlin Meylina,5,Menyenangkan..murah.meriah,Diedit 6 tahun lalu
Genta Fauzan Reza,2,Take to long for payment..cashier is too slow,6 tahun lalu
Liza D. Amalia (GEE),4,"Tanggal 1-4 hindari, antre panjang huhuu ",Diedit 6 tahun lalu
Zella Krnwt,5,Lengkp,6 tahun lalu
Wahyu Robi Cahyadi,5,Tempat belanja,6 tahun lalu
Sumaman 99,5,Bagus banget ,6 tahun lalu
Eko Jatiwaluyo,5,Tempat berbelanja murah dan lengkap,Diedit 6 tahun lalu
Fathul Muin,5,Tutup jam 9 malam,6 tahun lalu
novi andri,5,Nice place,Diedit 6 tahun lalu
Betty Cahyaningrum,5,"Sering mengadakan diskon, cocok banget buat ibu-ibu sama pelajar juga. Pelayanan ramah ",6 tahun lalu
zora wicakso,4,"Harga bersahabat, lumayan banyak promo, tempat nyaman, karyawan bersahabat. Hanya parkiran kurang luas...",6 tahun lalu
Devi Puspitasari,5,Setiap bulan belanja disini buat kebutuhan bulanan... Semua ada buat kebutuhan rumah tangga dan harga lebih murah.,6 tahun lalu
ulfi khairunisa,5,Sahabat keluarga bangettt,Diedit 6 tahun lalu
CitRaa AR,4,"Belanja kebutuhan rumah tangga murah,cabang banyak di Jogja. Langganan belanja hemat dihari Jum'at.. untuk harga buah2'an masih jauh lebih murah belanja di Superindo. Parkir motor masih 1rb..",6 tahun lalu
Banyubiru Hananto,5,Lumayan lengkap dengan harga eceran ga begitu jauh daripada harga grosir toko lain,6 tahun lalu
Monica Ardanari (Niq),4,Brg2 lengkap dn pastinya kasir gk perlu antri lama ,6 tahun lalu
ridho yunanto,5,Dekat dan lengkap dg harga yg sesuai,6 tahun lalu
Wind Dw,5,Tempat belanja favorit para mahasiswa,6 tahun lalu
Hesti Rachma,4,Stock susu taro terus hehe,6 tahun lalu
Hood Omar,4,"Harga terjangkau namun untuk antriannya kurang baik alurnya.
overall. ",6 tahun lalu
Oka Bali,4,"Kalo weekend parkir mobilnya penuh, hrs buka lahan lagi buat parkir, apalagi ringroad kentungan dan gito gati ada perbaikan",6 tahun lalu
Lia,3,Counter kosmetik kurang lengkap,6 tahun lalu
mutia lestarini,1,"Pelayanan biasa aja, hari jum'at lumayan banyak diskon walaupun harga masi sama disupermarket lain, yg paling menyebalkan belanja disini kasir antri lama bgt, kasirnya lelet juga",6 tahun lalu
Dwi Nofiani,5,Barangnya lumayan lengkap,6 tahun lalu
Kadek BDP,4,"lengkap dan murah, standar mirota",6 tahun lalu
Mas Pentol (Mas pentol),4,hrga jauh lbih murah...,6 tahun lalu
Tri Wahyuni,4,"Barang-barangnya tidak selengkap mirota kampus ugm, tapi lumayanlah kalau sekedar utk kebutuhan sehari-hari",6 tahun lalu
savitri utami,4,"Barang2 dan sayuran cukup murah dibanding supermarket lain, tapii parkiran mobil susah",6 tahun lalu
sigit Kurniawan,5,Promo trs,6 tahun lalu
Catur CahyoNugroho,5,ada sesuatu disini,6 tahun lalu
Iwan Ridwansyah,4,Lumayan complit,6 tahun lalu
Adek Rahmawatii,5,Lengkap dan recommended untuk tempat belanja bulanan ,6 tahun lalu
Piksa Dewi,4,Gak selengkap yg di cik di tiro tapi untuk kebutuhan sehari2 ada banyaakk,6 tahun lalu
Heru Kristianto,2,Tempat yg menyenangkan,6 tahun lalu
maylina dk,5,Lengkap pokoknya dan pas banget buat anak mahasiswa apalagi kalau hari jumat banyak banget discountnya,6 tahun lalu
Arnold Linting,3,"Murah sih, tapi terlalu sempit dan barangnya kurang lengkap",6 tahun lalu
Yanto Pakde,4,Pelayananya cukup baik,6 tahun lalu
Arba Amjad,5,Pusat perbelanjaan,6 tahun lalu
Jno Jono,5,Nyaman,6 tahun lalu
Nina Desty,5,Tempat belanja yg cocok bagi mahasiswa dengan pelayanan yg cepat tanggap,6 tahun lalu
Deni Prasasti,2,Kuraang komplit,6 tahun lalu
Sari Unyu,2,Enak buat pacaran,6 tahun lalu
pempek emakqu,5,murah dan menyenangkan. deket rumah,6 tahun lalu
lili megawati,4,Banyak Promooo.....,6 tahun lalu
Agung Basuki,5,pelayanan memuaskan...,6 tahun lalu
Yena Nuswantari,5,Tempat favorit belanja hemat dan lengkap,6 tahun lalu
Mila Urfa,5,"Tempat terfavorit untuk belanja, sering ada diskon di awal bulan untuk sembako, terlengkap menurut saya.
Ada dua lantai, lantai bawah untuk makanan, sembako, alat rumah tangga dll, lantai dua untuk aksesoris, selimut, pakaian, alat tulis, sandal dll.
Harga pas, ga muluk2",6 tahun lalu
Feti Feti,5,"Harga terjangkau, hanya saja tempat parkir terbatas",6 tahun lalu
Muhammad Rifqi,5,"Tempat belanjaan yg sangat lengkap. ""One stop shoping""",6 tahun lalu
Sribudi Astuti Purwodiharjo,5,Suka belanja disini,6 tahun lalu
Jihat Erika,5,"tempat belanja yang lumayan lengkap dengan harga yang kompetitif,,,
sangat cocok dengan kantong anak kost...",Diedit 6 tahun lalu
Ahmadzenbinzan Z trans,5,"Bagus, lengkap, ga mahal2 amat",6 tahun lalu
Kita Terus,2,Kasirnya mahak senyum,6 tahun lalu
Sari Utaminingsih,4,"Swalayan dengan barang2 yang lengkap, tempat bersih, karyawan yang ramah ramah namun tolong untuk area parkirnya kalau bisa diperluas lagi ",6 tahun lalu
Creative Mega Dinamis,4,nyaman dalam berbelanja. harga murah.,6 tahun lalu
Ronggo Kuswidianto (Ronggo),4,parkir mobil kurang luas,6 tahun lalu
adib husni,5,Nice place to buy monthly purchase,6 tahun lalu
Siti Zulaikah,5,Bagus dan bersih,6 tahun lalu
Jess,5,Harga murah. Di jam jam tertentu sepi. Jadi nyaman untuk belanja,6 tahun lalu
Arga Zihan Firdaus,5,Mirota for LYFEE!!!,6 tahun lalu
lupita merdiana,4,Tempat strategis dan komplit,6 tahun lalu
muzaidin zie,4,Tempat belanja andalan,6 tahun lalu
Fadhil Syahbana,5,great place to see kos2an things,6 tahun lalu
Kurnia Nurul,5,Tempat belanja murah,6 tahun lalu
Heri Nugroho,4,Murah meriah,6 tahun lalu
Denias Susanto,5,"Harga terjangkau, produk yang dijual beranekaragam",6 tahun lalu
SIMEON Autoservice Channels,5,"Lengkap, murah, banyak hadiah",6 tahun lalu
Imam Priyadi,4,"Bagus, mudah d jangkau. Hanya saja tempat parkir mobil kurang luas.",6 tahun lalu
sita pratitha,4,"Tempat yang cukup lengkap untuk berbelanja kebutuhan sehari hari. Jalan antar rak agak sempit, kalau sedang ramai jadi agak berdeaak2an. Tidak menyediakan daging/ayam/seafood segar. Rekomended untuk kebutuhan lainnya",Diedit 6 tahun lalu
Asti MegaAsri,5,"Tempat belanja kebutuhan sehari2 yg lumayan lengkap dengan harga yg terjangkau, pelayanan bagus tapi utk fasilitas parkir mobil kurang luas.",6 tahun lalu
Fajar Latif,3,"As far as I often to go this place there are some stuff which is more cheaper than other store and it  was quite fast the service. Recommended
The place is clean,  crowded actually when the discount come in every friday and wednesday ",Diedit 6 tahun lalu
Bagus Suryo Nugroho,5,Agak susah untuk parkir mobilnya.. Untuk kebutuhan rumah tangga lengkap dan murah,6 tahun lalu
jati pikukuh,5,Like it,6 tahun lalu
Gigih Satya Jakti,4,"Tempat belanja yang mudah diakses, barang cukup lengkap, harga lebih bersahabat. Area parkir mobil minim",6 tahun lalu
Dhewi Lestari,5,Murah. Kasir ramah. Bapak parkir juga sigap dan membantu sampai menyeberangkan. Perlu perluasan parkir mobil agar lebih nyaman lagi.,6 tahun lalu
Miftahul Jannah,4,bagus,6 tahun lalu
ana setyaa,3,Parkir mobil kurang luas,6 tahun lalu
KS Putra,5,Mirota yang lebih lengkap dibanding yang lain (kayanya). Paling seneng belanja disini atau yg di UGM. Udah deh kalau belanja mending di mirota. Kecuali punya lartu kredit bank mega. Mending di carrefour karena otomatis diskon 10%.,6 tahun lalu
Maria Ka,5,"One of my fave places to do a weekly shopping for strawberries, milk, eggs, sweet potatoes and snacks. One of the best prices in Jogja",6 tahun lalu
estu. kuncoro,4,Harga terjangkau. ada diskon setiap jumat. Antri kasir lama banget,6 tahun lalu
Setyawan Gunadi,5,Tempat yg murah dan nyaman utk belanja,6 tahun lalu
famila fasca,4,Berkali2 blnja dsni.. trjangkau dan lengkap.. minus nya klau pas akhr bulan dan awal bulan kasirnya masyaAllah... uantriii reeek  mnding klau pas antri gt belanjanya pagi atau siang.. hindari sore s.d mlm ,Diedit 6 tahun lalu
Rara Mirah Nurtasyah,5,Tempat belanja bulanan  dan pemburu rumah tapi belum pernah dapet hehhee,6 tahun lalu
Andreas Yuliyanto,5,"Space lega,  harga terjangkau",6 tahun lalu
Sisir Rambut,3,Kurang lengkap,6 tahun lalu
Madsari Renzo X-Unda,5,"Tempat cukup luas, namun parkiran mobil perlu di tambah..",6 tahun lalu
Anggita Isnabila Wandaniatri,4,"Termasuk lengkap, tapi tidak selengkap Mirota Kampus UGM.",6 tahun lalu
Alfred,4,"ini toserba & swalayan jg kdang jd tmpat aku beli brg2 kbutuhanku.. nyaman jg seh.. cman itu tuh penanganan parkirnya msih kurang_bagus,sama jg dgn Mirota Kampus Babarsari: GAK PAKE KARCIS PARKIR.. beda dgn yg Mirota Kampus Terban !",6 tahun lalu
Arina Tri Wahyuni,4,"Kebutuhan sehari hari lengkap disini. Harga terjangkau,  murah. Cocok buat belanja bulanan. Langsung borong. Sayang klo antri kasir suka mengular hihihi...",6 tahun lalu
Amin Nugroho,4,Sangat puas dg belanja di mirota kampus palagan. Semua ada di sana. Sayangnya kasir blm maximal jd antri lama.,6 tahun lalu
Nia Sandra,2,Parkir mobil sempittt,6 tahun lalu
Jelly Keys,1,"Tempat parkir SANGAT TIDAK NYAMAN, kecil, ANTRIAN KASIR BERJUBEL BISA BERJAM-JAM LAMANYA",6 tahun lalu
cizkah,5,"Lumayab lengkap,  murah. Kalo ga pingin antri lama jangan datang sore2. Rame bgt.",6 tahun lalu
Mrs. Indri Gideon,5,Harga economis....,6 tahun lalu
Wandha Kusuma,5,Tempat berbelanja yang nyaman. Tapai kalau weekend antri bayar nya lama,Diedit 6 tahun lalu
monica yuwanda,4,Pokoknya lengkap sudah. Tapi kalau sepatu sandal belum ada.,6 tahun lalu
ananda ardya,4,Lumayan lengkap,6 tahun lalu
Azaz Wahyudi (Azaz),5,"Murah , dan hari jumat banyak diskon",6 tahun lalu
Astri Pembayun,5,Asyik belanja di sini,6 tahun lalu
Ibrahim Prasetyo Prasetyo,5,Belanja nyaman barang  baguus pasti bakalan pengen kesana lago,6 tahun lalu
Hilma Gustami,5,Harga murah. Segala perlengkapan tersedia,6 tahun lalu
Tri marthien Santoso,4,Belanja murah,6 tahun lalu
Maya Sari,4,tempat belanja bulanan dan mingguan... lumayan murah..suka ama promo2nya,6 tahun lalu
Ditto Anggoro,3,"dekat rumah, parkirannya kurang begitu luas, repot kalau membawa mobil.",6 tahun lalu
Donie gpc,5,Belanja murahh,6 tahun lalu
krishnoy,4,Relatively cheap price for shopping. Unfortunately parking space for cars is limited up to around 10-13,6 tahun lalu
Jabat Kaban,5,Pilihan belanja harian di wilayah utara jogja.,6 tahun lalu
harum wijayakusuma,3,Very limited paling area,6 tahun lalu
gun awan,4,Kalau mirota palagan tempat parkirnya kurang luas. Jadi kalau mau masuk agak susah. Ditambah jalan palagan yg sedikit sempit. Trs kalau bisa juga diperlebar dalemnya biar pengunjung lebih bisa leluasa untuk ambil barang. Yg paling disuka harga barang terjangkau jauh lebih murah dari pada supermarket lainnya. Kadang banyak promo2 menarik yg bikin pelanggan pengen selalu datang ke sini. ,6 tahun lalu
Sunik Wahyu Riskoma,5,Tempat belanja favorite,6 tahun lalu
zafran faey,4,Lengkap n murah,Diedit 6 tahun lalu
Inayati Murwani Rahayu,5,"bisa diandalkan untuk mencari berbagai kebutuhan. jenis barang yg tersedia cukup banyak: makanan, pakaian, alat tulis, mainan dan kosmetik. harga termasuk murah, terutama kalau pas promo mingguan. sayang parkir kurang luas, paling enak naik motor.",6 tahun lalu
Ririn Aldino,3,ok,6 tahun lalu
"Junari ""Petrux Mezem"" AninAnnya",5,Supermarket yang dekat rumah jadi kalau perlu belanja mendadak bisa langsung ke lokasi,6 tahun lalu
Febrian Ramadhan,5,Murah sih,6 tahun lalu
Aryadhatu Dhaniswara,3,parkirnya sempit,6 tahun lalu
Afiqah Naufal,4,"Lumayan murah ,",6 tahun lalu
Qblonk Roma,4,"Tempat belanja favorit,,harga relatif murah,dan lengkap..cuma tempat parkir yang agk sempit..",6 tahun lalu
Mardoto MT,5,Lumayan bagus. Lengkap,6 tahun lalu
Stanley Kurniawan Hambali,5,"Lengkap dan murah harganya.. hanya kalau sore sampai malam, antrian kasirnya panjang..",6 tahun lalu
Satria Pratama,4,Yup,6 tahun lalu
Finki Clara Anggreani,5,Lebih suka yg di babarsari,7 tahun lalu
wulan thefall,5,"supermarket yang menjual harga yang terjangkau.. yah beda tipisss banget sama pasar lah.. tempatnya bersih parkirnya juga rapi, nyaman lah..",7 tahun lalu
Arif Superif,5,"Tempat belanja yang lengkap dan murah, untuk kebutuhan rumah tangga,,",7 tahun lalu
Mkt Inolabs,5,Rameee,Diedit 7 tahun lalu
Bakpia Rizky,5,Klau ke jogja belum bawa oleh2 bakpia rizky pasti keluarga / saudara2nya pada nyesel,7 tahun lalu
Merdikaranti Wahyu Bintari,5,"Harga lebih miring dari swalayan yg lain, mau cari buah2an disini ada sayuran hg banyak murah lgi",7 tahun lalu
purbo kawido,5,"segala kebutuhan yg anda inginkan ada di sini, belanja hemat di awal bulan",7 tahun lalu
Latief Indrajaya,5,Mantul barang bagus bagus dan kualitas terjamin,7 tahun lalu
Bagus Sandita,4,"sangat lengkap, kasa banyak jadi antrian terkondisikan, untuk frozen food kurang lengkap",7 tahun lalu
Bela Wijayanti,5,Oke,7 tahun lalu
Rori Nabila Rania,5,Barangnya lengkap dan murah,7 tahun lalu
valentian sidik,4,Lengkap dan murah,7 tahun lalu
Nivita Linda,5,A best place to daily shop.,7 tahun lalu
Meina Amanda Putri,5,Tiap bulanan beli selalu kesini . Dekat rumaah,7 tahun lalu
Wahyu Ardi,5,Selalu ramai,7 tahun lalu
Amal Yusuf,3,Parkiranya sempit.. susah klo bawa mobil,7 tahun lalu
Farida,5,Dekat rumah,7 tahun lalu
Togi Tole,5,"Barangnya lengkap, Harga nya ok dan banyak diskon nya",7 tahun lalu
winarko argi pramono,5,Yang deket rumah ya ini...mirota palagan,7 tahun lalu
Dwi Ummi Latifah,4,Barang murah tapi berkualitas ,Diedit 7 tahun lalu
solicha cha,5,rame kalo akhir bulan,7 tahun lalu
Killian Go,5,Tempatnya nyaman untuk berbelanja...komplit ada sayur2 dan buah2an bersih tempatnya dan harga nya muraaaaaah pake banget,7 tahun lalu
Alfhi Lukman Hakim,5,"Harga bersaing, lengkap, namun antri kasir ramai sekali.. dan parkiran penuhh",7 tahun lalu
yunianto suwarno,5,Dept store one stop shoping grocery.,7 tahun lalu
wignyo panowo,2,Parkirnya susah,7 tahun lalu
Antie Harjono 3010,4,"Tempat belanja yg cukup komplit, harga lumayan murah, sayang tempat parkirnya kurang luas klo bawa mobil susah parkirnya",7 tahun lalu
Alifa Meilina,3,Parkir mobil terbatas,7 tahun lalu
Eko Sulistyo,5,Pelayanan,7 tahun lalu
aqma firly,4,Males antrinya panjang..,7 tahun lalu
Surya Dian Oktora,5,Good,7 tahun lalu
Anie Ambar,4,lumayanlah,7 tahun lalu
Damas Prasetya,5,Tempat perbelanjaan kebutuhan keluarga hampir semua kebutuhan bisa di beli disini. Harga terjangkau. Banyak promo dan diskon menarik disini. Tempat parkir motor luas. Untuk parkir mobil mungkin ketika penuh agak susah. Sedikit mengganggu jalan raya.,Diedit 7 tahun lalu
SEKOLAH TARUNA IMANI,4,"Barang lengkap, tempat nyaman, harga bersaing.",7 tahun lalu
Yuli Hamdani,2,Babyak barang kosong tdak srperti di csimanjuntak,7 tahun lalu
farra syaquille,5,Ngon e enak tur pepak.,7 tahun lalu
anton legowo,5,"Mirota Kampus merupakan jaringan swalayan dengan beberapa cabang di Yogyakarta. Salah satu cabangnya ada di Jl Palagan Tentara Pelajar, beberapa ratus meter di utara Hotel Hyatt. Swalayan ini menyediakan berbagai macam barang kebutuhan sehari-hari, mulai dari makanan, peralatan dapur, pernak-pernik, dan lain-lain. sayang parkirnya sulit",Diedit 7 tahun lalu
Papa Razi,5,Nyaman untuk belanja bulanan dan harganya banyak yang murah,7 tahun lalu
Anwar Helmy,4,Mini market menyediakan segala keperluan rumah tangga cukup lengkap dengan harga bersahabat.,7 tahun lalu
Agung agungkar2407,3,Tempat belanja yg bersahabat.,7 tahun lalu
Frida Syaflia,4,"Mirota, tetep tempat belanja andalan kita semua. Selain harganya murah, produknya lengkap dan sering banget ada promo. Tapi kalau beli sayur mayur tetep disarankan ke ibu-ibu sayur di warung-warung sih. Seperti Mirota pada umumnya, selalu ramai pelanggan. Apalagi tiap rabu dan jumat, banjir promo, banjir pelanggan. Lebih asik lagi parkirnya cuma seribu, mantap ",7 tahun lalu
Beni Haryo70,5,Harga murah. Masih terjangkau,7 tahun lalu
Widiyanti Widi,5,My favorite,7 tahun lalu
Dealonis Binsa Frydasari,4,"Murah, bagus",7 tahun lalu
Syafrianda Setiawan,5,Tempat yang nyaman untuk belanja segala macam kebutuhan,7 tahun lalu
Chassie chicken wings,5,tempat belanja kebutuhan sehari hari termurah sejogja,7 tahun lalu
Taufan Dwi Rohmad,5,Beli sabun banyak,7 tahun lalu
kelik dharmadi,4,Tempat belanja di kawasan Jogja utara yg ckp lengkap dgn harga kompetitif. Kekurangannya: tempat parkirnya sempit apalagi buat mobil mlh seringkali gk dpt tmpt buat parkir.,7 tahun lalu
Kusuma Wardani,4,Ga terlalu rame..lmyn nyaman bt blanja.cm kl  rame dikiit ajaa..antrian kasirnya bkn maleees,7 tahun lalu
Mrs Byun,5,Barang2nya lebih lengkap daripada bbrp Mirota Kampus yg lain dan tempatnya bersih luas.,7 tahun lalu
Via Suryaman,5,Terbanyak diskon,7 tahun lalu
Donovan,4,"tak kirain kampus ternyata swalayan, harga lumayan murah lah. lahan parkir sangat terbatas",7 tahun lalu
Danang Arif Purnanto,4,Cocok untuk belanja keperluan bulanan.,7 tahun lalu
Anggraeni Dias Saputri,5,stand makeup nya sangat terbatas,7 tahun lalu
Ryan Hermawan,4,Cuman 2 lantai ga bikin cape muter muter nyari barang tapi antrian dikasirnya panjang banget.,7 tahun lalu
