nama_penulis,rating,teks_ulasan,waktu
Joan,5,"Tempat favorit belanja bulanan dari jaman kuliah. Meskipun tempatnya tidak terlalu besar dan selalu ramai apalagi antri di kasir tetap senang belanja di sini. Selalu berbenah agar tidak terlalu menumpuk di kasir. Please buka di solo hehehehe

Parkiran mobil mungkin bisa diperluas. Terakhir kesana banyak diparkir mobil box (bongkar muat mungkin) ke bagian belakang dekat chatime penuh juga akhirnya memutuskan kembali pas sore saja.",2 tahun lalu
Tir Adnya,3,"Long weekend parah antre di kasir lantai 1,2,3 penuh semua. 40 mnt",2 tahun lalu
Agus Wahyudi,5,Tempat blanja kebutuhan sehari- hari,2 tahun lalu
Dwi Ana,2,Tukang parkir e koyo patung....Ra do semangat....apa lagi kasir keluar masuk kendaraan nya....gak nyenengin alias gak ramah....gak kayak dulu,2 tahun lalu
ER CIWI,5,Tempat paling murah seantero jogja dan lengkap bangets,2 tahun lalu
Syafika Nurul Izza,5,"Mirota gk pernah mengecewakan emang, barangnya komplit, suasana dan gedungnya nyaman, gk pernah sepi diskon. Petugas parkirnya tegas, jujur, dan gercep. Kemaren hp ketinggalan di dashboard, sm petugasnya sengaja disimpenin sekalian helmnya jg dong, sengaja biar kita nyariin dan sadar kl hp ketinggalan di motor wkwk",Diedit 2 tahun lalu
GatGAS,5,"Complete, Cheap, Great. Words that describe this place.",2 tahun lalu
AANG PRIHANTORO,5,Komplit,2 tahun lalu
Arief Affandi,5,Tempat belanja bulanan,2 tahun lalu
Nancy Febriani,5,"Good place for groceries... The prices kinda cheap from others and also the complete one.. you can find any fresh fruits and vegetables here also meat and processed food .. they also had fashion and electronics in their 2nd and 3rd floor.. the staff also nice really helpful if you need guide to find something.. one that you should be patient is the queue, even though they have so many cashier still really runout your time in this checkout parts",Diedit 2 tahun lalu
Arlri Reza,5,"It got most of your daily needs, groceries, and other things, with mostly cheaper price",Diedit 2 tahun lalu
Heru Prayitno,5,"Strategis, safety, produk yg dijual lengkap.",2 tahun lalu
Rika Sutanto,5,"Mampir beli susu skim di sini. Setelah nyari di Superindo ngga ada stoknya.. lengkap merk susu skim-nya. Ada Lactona juga Prosteo.  Langsung beli 2 kotak sekalian buat persediaan beberapa bulan ke depan, mumpung lagi ada keperluan sekalian di Jogja ",2 tahun lalu
Mawadda Sri Yondari,3,pelayanan lama,2 tahun lalu
Hirota memee,5,Manna Kampus (Mirota Kampus) letaknya strategis. Suasanya sangat ramai. Parkiran luas. Produk banyak promo. Pelayanan ramah dan cepat. Parkir motor mau berapa jam disana hanya bayar seribu. Terima kasih banyak.,2 tahun lalu
Ulf Abon,4,Lengkap tp antri d kasir lamaa ,2 tahun lalu
Afiq Kurniawan,3,"Tetap lengkap seperti biasanya 
Cuma untuk kasirnya agak kewalahan tadi karena banyak pengunjung yg di buka cuma 2 kasir jadinya lama",2 tahun lalu
ARYAN MUHAIMIN SAPUTRA,5,Harga murah Dari swalayan lain,2 tahun lalu
Rico S Bayu S,1,"Masa bawa anabul (kucing) ga boleh, padahal di dalem tas gendong, tanya dititipin juga ga boleh, terus solusinya apa? Disuruh pulang?",2 tahun lalu
Hanis Arbaini,5,Belanja super murah meriah kantong mahasiswa hanya disini,2 tahun lalu
Ijo Ijo,5,Bagus,2 tahun lalu
Ratu Setir Jogja,3,Malas antriannya klo di supermarket,2 tahun lalu
Esti Umayah,5,"Antrinya sampai panjang kalau bisa di tambah lagi untuk roter kasirnya supaya tidak lama berantri kasihan yg bawa anak kecil dan orang hamil harus menunggu lama . Saya pasti dulukan ibu"" yg hamil itu untuk di depan saya waktu antri .bintang lima dech buat Mirota pelayanan dan segi kebersihan oke .",Diedit 2 tahun lalu
wawan chepo,5,Good modern market,2 tahun lalu
Prakasita Sarah,4,Murahh murahh dan banyak diskon siap2 ajaa antri kalau bayar,Diedit 2 tahun lalu
Ricca Melati,5,Tempat belanja lengkap dan murah,2 tahun lalu
Fahmi Baiquni,5,nice place to shop,2 tahun lalu
Balerante Merapi,5,Tempat belanja yang lengkap,2 tahun lalu
Azfazaki Hakimi,5,"Varian barang sangat lengkap. Fashion, ATK, konsumsi, dan sebagainya tersedia dalam gedung 3 lantai. Tempat parkir sangat luas dan masuk menggunakan tiket parkir yang berbayar. Pengunjung yang membawa tas wajib dititipkan dan itu gratis.",2 tahun lalu
Permadi Wijaya,5,Griya belanja anda,Diedit 2 tahun lalu
04Banyu_20SuryaSinta Kurniawati,5,"Tempat strategis dekat kampus dan pusat kota ..
Produk lengkap...
Pelayanan cepat..",2 tahun lalu
Budi Aryo Rishadianto,5,Tempat blanja bulanan,Diedit 2 tahun lalu
ciascsan,5,"All product is here! Don't worry about the price, because it's very cheap here and there are always discounts everytime :)",2 tahun lalu
gxried,3,"Saatnya review jujurly 
Tempat : Karena ramai, milih barang jadi rebutan sama pelanggan lain, barang yg saya cari gak ada padahal merk nya gampang dicari
Pelayanan : kasir ada banyak, tetap aja antrian panjang
Harga : Terjangkau, termasuk murah untuk sembako
Parkiran : bayar 1000",2 tahun lalu
jana fitria kartika sari,4,"Belanja bulanan di sini, tgl muda antrian si kasir puanjaanng",2 tahun lalu
Joni Irawan,5,parkir ny lumayan luas tapi di dalam gedung nya menurut ku sempit pisan klw ada yang bawa troli 2orang udah yang 1harus ngalah untuk mundur lagi tapi klw untuk belanja lumayan komplit lah untuk anak kos soal nya kebanyakan yang belanja juga anak muda yang pada kost dan kuliah....,2 tahun lalu
Utami Tyasingrum,5,"Supermarket favorit sejak dahulu kala
Ada diskon, banyak produk tinggal pilih mau brand yg mana, belanja sekalian dapat poin.. kalau antre banyak, wajar ajalah..  apalagi pas rame2 event entah diskon, menjelang hari raya, hari tertentu.. karna Mirota kampus emang jadi destinasi favorit belanja banyak",2 tahun lalu
Tommy Suryaputra,3,"A bit outdated, need of some revamp or redecoration to bring up the umph of supermarket and cloths stores.",2 tahun lalu
Sutiharni,5,Pusat perbelanjaan dalam kita Yogyakarta yg selalu ramai n padat setiap harinya,2 tahun lalu
Mr. Fredric Lesomar,2,"Bagus tapi sesak karena rame, antrian kasir juga mengular.",2 tahun lalu
Hunter Gabut,5,Tempat favorite buat belanja bulanan,2 tahun lalu
Ani Asriyah,5,Harga terjangkau dan ramai pengunjung,2 tahun lalu
Yudha Prasetiandono,4,Harga sangat terjangkau,2 tahun lalu
fera arisatyo,5,"Tempat dan pusat belanja murah di jogja sejak jaman kuliah dl smp skrg sudah beranak.
Setiap ke jgj selalu mampir kesini.
Pelayanan cepat dan memuaskan",2 tahun lalu
ujang pramusanto,5,Favorite,2 tahun lalu
Wulan Permatasari,5,"tempat belanja bulanan para anak kampus, dan ibu2 rumah tangga",2 tahun lalu
Anne Akhira,4,Tempat belanja yang simpel. ,Diedit 2 tahun lalu
Ludvja,4,"Setiap hari ramai, jadi sering antre lama untuk menuju kasir.",Diedit 2 tahun lalu
angger Angger,5,Belanja lengkap dan murah,Diedit 2 tahun lalu
Mustafa Kamaludin,5,Murah dan lengkap,Diedit 2 tahun lalu
Filipus Brian,5,"Tidak pernah sepi. Cocok u tuk belanjaan bulanan. Parkiraan mobil kurang luas, semoga ke depan ada panambahan lokasi parkiraan mobil untuk pengunjung.",2 tahun lalu
Light Speed,5,Jos,2 tahun lalu
Elly Naila Fauziah,5,tempat belanja keluarga paling mantap ini di seantero jogja. Harga terjangkau dan produk lengkap.,Diedit 2 tahun lalu
Widi Yanto,5,Rame trs gx ada sepinya,2 tahun lalu
dusty 02,5,Surga belanja sembako bagi para Ibu ibu,2 tahun lalu
euis laela,5,Lengkap,2 tahun lalu
Agnes Ria,5,"murah, langganan",2 tahun lalu
Adila Natania,5,Tempat belanja lengkap dan harga murah. Posisi di tengah kota jogja.,2 tahun lalu
Effendi Margondez,5,Nice shopping place,Diedit 2 tahun lalu
Vali Valiyev,5,prices are way cheaper than any other store,2 tahun lalu
Muhammad Ikrom,5,"Pilihan jika mau belanja murah dari belanja dapur, buah, sayur, pakaian sampai ATK pun ada
Tips belanja jangan saat prime time
Karna antrian kasir yang panjang bener
Ya karna benar-benar murah",2 tahun lalu
budak bangka,5,Mantab,2 tahun lalu
prima andriani,5,"Dari masih mirota sampai manna, andalan",2 tahun lalu
septi nur aini,5,tempat belanja paling murah dan terpercaya di jogja...,2 tahun lalu
putri_Ahna Ramadhani,4,"Kemarin beli 2 tas sama belanjaan lain..
Sampai rumah baru ngeh KL ternyata satu tasnya g ada cetekannya..
Harga satu tasnya @140
Kmdian dr pihak Manna menawarkan utk tukar tas..
Terimakasih Manna,selagi msh ada struk/bukti blanjanya kita bs tukar ",Diedit 2 tahun lalu
Herlina Lined,5,Murah...komplit....semua tersedia jadi cepat belanjanya,2 tahun lalu
damar annisa,5,Andalan untuk belanja bulanan. Lengkap dan terjangkau.,2 tahun lalu
Doo By,5,"Barang murah, sayang tempat sempit sehingga beberapa lorong harus berdesakan. Harus sabar ngantri juga",2 tahun lalu
Eko Prasetyo,5,Ketersediaan keperluan harian lengkap. Harga bersaing. Kue pukis dan bikang yang selalu menggoda untuk dibeli....,2 tahun lalu
Dewi N,5,"Supermarket selalu rame karena tempatnya strategis dan lengkap.
lantai 1 bahan2 pokok, lantai 2 fashion, lantai 3 atk aksesoris dan alat elektronik. Tarif parkir tulisannya 1000 tp klo ngasih 2000 gak dikembaliin, jd saya sering lgsg ngasihnya 1000 dan diterima2 aja , kalau udh naik 2000 harusnya tulisannya jg diganti.",Diedit 2 tahun lalu
puspita uy,5,"Mantap ada rinso matic dalam kemasan 4.5 liter. Sempet binggung mau beli dmn. Sayang aja stoknya dikit, Alhamdulillah stoknya ada pas beli",Diedit 2 tahun lalu
S****i A*****,5,"Murah, bervariasi, menjual berbagai macam barang mulai dari kebutuhan sehari-hari, make up, skincare, pakaian, atk, dan masih banyak lagi, selalu ramai di siang ataupun sore hari, agak sepi kalau pagi hari",2 tahun lalu
Denny Krisnawan,5,"One of the super market in Yogyakarta city, the right place looking for the house hold, and  available dress, shoes, stationary, etc. At the weekend, there is usually quite a lot of visitors. The location is strategic because on the center of Yogyakarta city. There are available a large parking area.",2 tahun lalu
Dyas Titi Wening,5,Murah dan ramah,2 tahun lalu
Syarifah Azuhra Denisya,5,Murah meriah tapi kadang rame pwolll,2 tahun lalu
sukma karina,5,"Kelengkapan: sangat lengkap
Lantai satu aneka makanan, buah dan sayur segar, alat mandi, parfum, kue tart, dan obat2 an
Lantai dua baju dll
Lantai 3 alat elektronik, ATK, hiasan rumah dll
Fasilitas: disediakan eskalator tetapi hanya naik, untuk turun tangga biasa. Tiap lantai ada kasir yg cukup banyak jd antrian gk banyak, disediakan tas belanja dan stroller belanja, hanya saja stroller tidak bisa di bawa ke lantai atas.
Parkiran: cukup luas, tukang parkir juga baik mau membantu dan gak cuek. Parkir motor Rp. 2.000,-
Pelayanan: baik, karyawan juga ramah2",2 tahun lalu
Sayyidati Rokhimah,5,"Lengkap, murah, pelayan ramah",2 tahun lalu
diecekarina kartiwa,4,Kebutuhan sehari-hari komplit,2 tahun lalu
Emi Wati,5,Tmpt enak.lengkap.harg bersahabat,2 tahun lalu
Azid Faizi,3,Tempat e agak sempit,2 tahun lalu
cindy sugiyapranata,5,Lengkap,2 tahun lalu
Piawai Prabuadi,5,Selalu kesini kalo mau belanja bulanan,2 tahun lalu
Sri Murtono,5,Pusat belanja paling lengkap harga terjangkau...,2 tahun lalu
Riesky MKT,5,Tempat iconic bagi mhasiswa/i jogja ,2 tahun lalu
Reynaldo Danu,5,"Tempat perbelanjaan yg cukup lengkap, hanya yg disayangkan lahan parkir yg kurang luas dan posisi swalayan yg terletak diperempatan yg ramai, tapi tetap menjadi tempat favorit untuk berbelanja berbagai produk dengan harga bersaing",2 tahun lalu
Lia Sjakib,5,"Padat, lengkap",2 tahun lalu
Sadhu Gunawan,3,Tulisan parkir Rp 1000 tapi dikasi Rp 2000 dan dimintain kembalian malah ngotot katanya parkir disini Rp 2000.,2 tahun lalu
STOK Sg lumut,4,tempat belanja yg selalu penuh disaat mau lebaran,2 tahun lalu
Benny Budiarto,5,"tempatnya lebih luas dan ada bbrp lantai, lengkap dan murah...dari saya kecil sampai sekarang masih tetap bertahan.
salah satu tempat belanja bulanan untuk keperluan sehari2.",Diedit 2 tahun lalu
Lala Rama,5,"Toko termurah paling dekat dengan kos. Barang yang dijual cukup lengkap. Harganya juga tergolong cukup murah. Tiap kesini malem selalu ramai, antrianya panjaaaang banget, kadang pindah kasir ke lantai atas tapi ujungnya juga sama aja, wkwk.
Lantai bawah isinya sayur, buah, kebutuhan pokok seperti mie, migor, sabun, dll. Kalo lantai atas isinya atk, pakaian, sepatu-sandal, selimut-seprai, handuk (pokoknya yang berbau kain), koper, kosmetik (lantai bawah juga ada), kipas angin (yg berbau listrik).",2 tahun lalu
Andy Sony,5,Walau sdh 4 th pindah magelang tp klo belanja bulanan tetap istri minta ke mirota..pelanggan setia sejak msh SMP,2 tahun lalu
Sebastian Tunggal Pradana (Bastian),5,Selalu ramai pengunjung,2 tahun lalu
AGATRI COMPUTER,5,"Mayoritas mahasiswa belanja disini, sampai antriannya selalu mengular. Barang2nya cukup komplit dan harga kompetitif. Parkir jg aman klo mau ninggalin helm fullface selama ini tetep aman. Kadang mas2 yg jaga penitipan barangnya ga murah senyum..mungkin karna kecapean kali ya.. hehehe..",2 tahun lalu
Mas Ian,5,Dapat Tak Jil disini waktu buka puasa,2 tahun lalu
Rahmat Limbong,5,"Khusus anak kost kalau mau jajan mah enaknya disini, diskon tiap hari dan banyak jajanan nya. Menarik untuk dikunjungi setiap gajian sih",2 tahun lalu
Dewi Ratna Sari,5,"Lengkap, service ramah",2 tahun lalu
aaabbb cd,1,BELANJAAN GW DI KASIR DIHITUNG 2 KALI ANJ,2 tahun lalu
jumiyati,4,Tempat belanja yang asyik,2 tahun lalu
tri harnanto,5,"Belanja lengkap dan harga termasuk relatif murah... Yg jelas lengkap berbagai kebutuhan rumah tangga, fashion dan sekolah..",2 tahun lalu
Rachmat Amiaji,4,"Kali ini saya hanya mengulas Swalayan tempat belanja kebutuhan pokok. Barang-barang kebutuhan pokok lengkap pokoknya disini. Harga nya lebih murah dibandingkan dengan swalayan yg lain. Tempat belanja yg selalu ramai oleh pembeli, terutama menjelang sore dan malam hari. Ada 12 kasir di lantai 1, itupun penuh kondisinya dan harus sabar antri. Tapi tidak masalah karena tempat belanjanya sudah full AC sekarang. Beda dengan dahulu. Saran saya mungkin bisa diperluas supermarket nya, biar konsumen lebih leluasa dalam berbelanja, terutama untuk tempat parkir mobil kadang harus antri untuk dapat tempat parkir mobil di dalam.",2 tahun lalu
Faridah Lutfi,5,"Mskipun selalu rame, tapi gatau seneng aja belanja disini soalnya lengkap & harga miring. Bisa bayar pake ATM tanpa minimal pembayaran, bisa bayar sekalian di lt. 2 atau 3. Bajunya juga bagus2 lho. Di lt. 3 isinya alat2 tulis yg lengkap, boneka, alat2 elektronik. Yg pntg sabar antri & sabar suasananya yg selalu rame",2 tahun lalu
Anangha Yasmina,5,Mantul...,Diedit 2 tahun lalu
Ar _,4,Tempat terlalu sempit,Diedit 2 tahun lalu
Alif Prasetya alifcakep,5,Bagus,2 tahun lalu
Ana Arjuna,5,"Lengkap,harga relatif murah,tersedia banyak stok,banyak promo,pelayanan memuaskan,pegawai yg ramah2,selalu dgn senyum...",2 tahun lalu
Oktaffyani Puji,5,Lengkap,2 tahun lalu
Om Nang,4,"Antri panjang
Sempit ruangan nya",2 tahun lalu
Kanaya Abigail,5,Lengkap!!,2 tahun lalu
Munaji Prastyo,5,andalan anak kos jogja,2 tahun lalu
Asman Jodi,4,"Surga belanja yg ramah di kantong
Persediannya lengkap banget",2 tahun lalu
widiana samudra,5,"Swalayan andalan mahasiswa.

Lokasi dekat dengan UGM, barang lengkap dan harganya bersaing.

Mukai dari sayuran dan buah segar, sembako barang kebutuhan sehari hari, pakaian, hingga alat tulis dan elektronik.

Selalu ramai pengunjung terutama di tanggal muda.",2 tahun lalu
Wortelita,5,Kalau ke sini wajib beli pukis,2 tahun lalu
Dhiasasih Ulupi,5,Belanja disini harganya terjangkau banget. Dan sudah jadi langganan untuk aku. Parkirannya juga cukup luas,Diedit 2 tahun lalu
Fiqi Uswatun Khasanah,5,Bagus murah,2 tahun lalu
Faizah Az Zahra (isa),5,Pelayanan baik. Barang lengkap. Bersih. Harga termasuk murah.,2 tahun lalu
Bintang,5,Permintaan maaf terbaik adalah mengubah perilaku.,2 tahun lalu
Jahe Kita,5,Siippp,2 tahun lalu
damiana reanita,1,"Tolong dong kasih tau pelayannya, jangan ngetawain barang orang. Posisi saya habis pulang penelitan dan dibawain makanan oleh orang. Pas saya tinggal beli masler eh cemilan yg kutinggal diketawain. Hal kecil ltuuu.",2 tahun lalu
kharisma idea,5,Semua ada.. Lengkap.. Hanya ada di Yogyakarta. Happy Shopping ,Diedit 2 tahun lalu
Pipit Gunadi,5,Tempatnya strategis dan semua produknya higienes pokoknya joosss....,2 tahun lalu
Ayu Rani,1,Satpamnya nggak ramah. Bawa laptop harus dititipkan. Nggak ada jaminan laptop aman. Nggak sebanding harga murah dengan resiko barang laptop rusak.,2 tahun lalu
attariq hafidz,5,"Terjangkau harganya, pelayannnya mantep",2 tahun lalu
Rosa Handayani,5,Mantap,2 tahun lalu
Pranyoto Pringgo disastro,2,"Menyediakan alat kebutuhan rumah tangga lengkap harga terjangkau dan disamping nya juga menyediakan bahan pokok kebutuhan rumah tangga, harga agak murah di banding di tmpt lain....... itu saja saya kira kalau mau coba kesana silahkan.",2 tahun lalu
Sari Ekawaty,5,Tempat belanja murah & cukup lengkap,Diedit 2 tahun lalu
Ryulind H.,3,Harga lebih murah tp crowded banget plus sectionnya membingungkan saking crowded nya dgn orang yg kerja dan pembeli . Parkir juga susah .,2 tahun lalu
Novi Herdalena (Psikolog Yogyakarta),5,"Toko yang lumayan lengkap dan terjangkau untuk masyarakar jogja, hanya saja akses kesini terlalu padat dan parkir juga penuh..mungkin jika anda ingin kesini hindari di awal bulan, krn banyak keluarga yang setelah gajian mampir belanja bulanan disini he.he..",Diedit 2 tahun lalu
Chara Erene,4,"Tempat parkirnya kadang kurang, sering macet",2 tahun lalu
Riani Riani,5,lengkap ada diskon,Diedit 2 tahun lalu
Hermawan Nugroho,5,ok,2 tahun lalu
Smart Property,5,"Salah satu supermarket termurah di jogja, sayangnya tempat belanja sempit tidak seperti yg di Godean",2 tahun lalu
Cida Wuri Handayani,5,Selalu ramai pembeli,2 tahun lalu
JalanBareng,4,"Antri kasir akhir awal bulan wadidaaawwww. Yang penting antri  tanpa srobat srobot, aman.",2 tahun lalu
Bari Sarifudin,5,"So cool hampir semua ada disini, tapi wajib sabar kalo kesini karena tempatnya padet banget. Untuk harganya okelah bisa saingan sama toko oren",2 tahun lalu
